Index,goal_center_x,goal_center_y,goal_velocity_min,goal_velocity_max,num_npc,lane_count,npc_x0,npc_v_max,npc_seed,cutin_tx,cutin_delay,Fitness_Min distance to obstacle_LoFi,Fitness_Distance to goal_LoFi,Fitness_Min distance to obstacle_HiFi,Fitness_Distance to goal_HiFi,Critical_LoFi,Critical_HiFi
0,150.00115939,0.35845464,14.70053085,24.00236443,1.06682162,1.59957867,11.92928229,16.15991771,40.78630999,0.50295009,0.48106339,0.98751351,0.87268276,1.72810074,0.00000000,1,0
1,150.08856837,0.11231071,12.79828344,23.49430313,1.46645939,1.77203282,9.07786582,17.68274851,32.34557276,0.55513814,0.23155207,2.42496896,0.00000000,0.57328780,0.00000000,0,0
2,150.10199812,0.45114019,13.42851464,20.93276832,1.47607365,2.99271219,11.65950428,19.27462998,33.22635439,0.98238425,0.26942491,1.44546598,0.00000000,2.45615620,0.00000000,0,0
3,150.11625753,0.06047778,14.22610038,22.64028370,1.09084288,1.28660223,11.92489965,18.34942636,67.67086290,0.92195541,0.45371406,2.71693264,0.00000000,3.99304392,0.00000000,0,0
4,150.12825381,0.05980085,13.49947648,23.28878833,1.21519030,2.81798136,10.29564724,19.35539040,24.84401048,0.64977088,0.09568472,2.56107286,0.00000000,3.23097454,0.00000000,0,0
5,150.14564403,0.12499633,10.28035765,24.96243000,1.59679497,1.95421865,10.05981580,16.69350560,67.82656661,0.57704880,0.48731186,2.71031935,0.00000000,3.11423614,0.00000000,0,0
6,150.20076727,0.39993342,10.45594008,23.58989552,1.66953358,1.57701208,10.88175187,16.33608836,37.97395109,0.80062629,0.34364336,1.70816677,0.06123487,1.63023435,0.00000000,1,0
7,150.28527323,0.17033772,12.37193596,22.93482713,1.53800732,2.15872804,11.02517952,18.66121824,86.15924572,0.75939947,0.13530484,1.60141576,0.00000000,2.17698082,0.00000000,0,0
8,150.68097669,0.04581168,12.13387298,23.13103448,1.85546055,1.56268240,11.15642552,15.33723602,37.61197486,0.79437893,0.36332016,0.93435895,1.49260994,1.67114974,0.00000000,1,0
9,150.92249452,0.14629473,12.09497175,22.79625906,1.18653219,2.09643276,9.90003311,16.86666876,32.83860960,0.88857497,0.32140613,1.61999955,0.00000000,2.01412744,0.00000000,0,0
10,151.04440590,0.23029752,11.88746433,21.26906851,1.98917958,1.77475753,11.01424717,17.26002387,10.48198772,0.80055759,0.14545860,0.97379254,0.55499306,0.86149187,0.00000000,1,0
11,151.05558729,0.01897521,11.46868562,20.73426577,1.00939147,1.73920656,9.27854442,15.83989023,4.01491871,0.95979520,0.35192250,1.18215968,0.48273530,1.65767710,0.00000000,1,0
12,151.27786975,0.38642994,13.56072532,21.70495597,1.07652585,2.97501630,11.55340634,16.20382150,38.66558143,0.91471409,0.02381542,0.87140736,2.07297003,1.30458110,0.00000000,1,0
13,151.43457946,0.38188301,14.29068856,24.14222574,1.93088148,1.79395199,9.12578902,17.74029385,69.71786930,0.84143947,0.03145805,2.66690426,0.00000000,3.54797364,0.00000000,0,0
14,151.45520856,0.01810346,10.40172423,20.48685881,1.69071022,2.17988030,10.22973434,16.26979301,4.95215464,0.92336224,0.29309257,2.50801301,0.00000000,2.81363913,0.00000000,0,0
15,151.47449990,0.32385552,13.14794523,21.76806514,1.41298520,1.71368596,11.84352370,19.45400624,51.27282166,0.71885758,0.28870647,1.42361276,0.69458199,1.02327360,0.00000000,1,0
16,151.48121003,0.41114359,11.37079184,24.22443692,1.80771207,2.84244720,11.15723755,19.23705649,60.28027146,0.77702569,0.28974644,1.89770290,0.00000000,1.22934032,0.00000000,0,0
17,151.51194982,0.13294188,12.45632043,23.10955956,1.53797316,1.64095810,11.08939507,18.74705386,51.66945270,0.92688272,0.31675846,2.64534155,0.00000000,3.45197199,0.00000000,0,0
18,151.51583513,0.13228115,10.67894475,20.14058933,1.21161552,1.83447943,10.30197912,15.85186717,17.34075837,0.61136422,0.02750439,2.37636554,0.00000000,1.67705054,0.00000000,0,0
19,151.94834826,0.03916779,13.62684380,21.25356188,1.31034422,2.18712967,10.38812164,15.29978355,25.13553271,0.70767123,0.24021033,2.56275247,0.00000000,3.75026654,0.00000000,0,0
20,152.00915817,0.14704371,11.49008940,20.95633033,1.99303450,2.11458366,9.21723648,19.32980600,91.93134304,0.63414441,0.23364833,1.56458180,0.00000000,1.57209474,0.00000000,0,0
21,152.06548589,0.31708515,14.29108232,23.73133589,1.91713850,1.54710604,10.21262909,18.53630521,71.81649674,0.83381993,0.06555488,0.66166372,1.65361754,1.85704975,0.00000000,1,0
22,152.08538367,0.01046851,14.06564741,23.47841898,1.95404955,2.33543933,11.04270819,16.71897478,55.35708828,0.92821001,0.15684850,2.54518819,0.00000000,3.09337789,0.00000000,0,0
23,152.08607878,0.43442698,14.53289493,24.02494306,1.83023856,1.89089486,10.32768993,18.10595381,43.02929251,0.50124572,0.39096573,0.66128938,1.53816633,1.66015709,0.00000000,1,0
24,152.16071745,0.38660354,13.14756629,20.64523528,1.29613230,1.35363257,10.00325063,16.02413318,22.51891251,0.79208385,0.31343647,2.73399000,0.00000000,3.38939784,0.00000000,0,0
25,152.44054646,0.48940039,14.97893832,22.24253931,1.13298134,1.05887148,9.98234903,19.83330244,0.68721180,0.85177298,0.28152775,1.86605458,0.16415275,0.94029165,0.00000000,1,0
26,152.44471111,0.01187225,10.82259934,23.32854310,1.28235907,2.78669868,10.61297023,17.19594878,23.32663525,0.60432756,0.42894960,2.56123753,0.00000000,2.64185680,0.00000000,0,0
27,152.44883880,0.33619918,14.08452781,22.16800658,1.78818301,1.33169654,9.34315318,18.76018495,31.04512496,0.67343894,0.49976182,1.57159235,0.56870168,1.74803576,0.00000000,1,0
28,152.47272947,0.33962010,13.70039887,22.83382820,1.71025153,2.17949634,10.08428622,19.32444231,88.77439565,0.96605438,0.45459998,2.49226979,0.00000000,3.22163830,0.00000000,0,0
29,152.55342259,0.24417846,12.10320180,23.60535419,1.99376792,2.34053948,10.00811049,17.66684960,27.16608435,0.55387714,0.27356440,2.51721171,0.00000000,3.19831847,0.00000000,0,0
30,153.01641678,0.29750060,12.75185477,20.83132282,1.92336825,2.30758300,10.98640593,15.48862400,63.08812473,0.86307698,0.47866572,1.39250553,0.00000000,1.73921226,0.00000000,0,0
31,153.06200462,0.15551947,11.76329926,20.30286882,1.51849552,2.85299095,11.72337784,15.15483434,30.09273983,0.83886187,0.44902065,0.54309928,2.26235371,0.34880324,0.00000000,1,1
32,153.08838384,0.23132366,13.57898367,20.59195162,1.80962029,2.04699012,11.94627018,19.61681130,61.36642434,0.60798269,0.21111001,0.87024647,0.07165452,1.35507555,0.00000000,1,0
33,153.14950803,0.46270332,12.37662734,24.45270322,1.09358088,1.66070408,11.46919210,17.94931234,46.42350813,0.61126855,0.15907327,2.61624960,0.00000000,3.34682224,0.00000000,0,0
34,153.17386894,0.45036444,10.10058241,21.32995574,1.14412147,1.01952182,9.41916921,15.51851884,71.68582685,0.60904320,0.19122878,1.23276387,0.16769661,1.62174959,0.00000000,1,0
35,153.17497629,0.25449075,10.58084838,21.29004261,1.41458723,2.88957495,9.96040738,17.30430211,86.13454218,0.64251579,0.49034445,1.75042183,0.00000000,2.21645926,0.00000000,0,0
36,153.30254516,0.48951180,13.41209393,23.65803242,1.47403246,2.24504612,10.37689357,16.86568840,36.73085437,0.56673783,0.43759197,2.59857386,0.00000000,3.04722138,0.00000000,0,0
37,153.33761273,0.32649304,13.96922534,23.29155015,1.93592211,1.65503770,9.88059127,18.41993461,47.70926440,0.57324125,0.42756540,0.89001113,1.03766769,1.69343503,0.00000000,1,0
38,153.37651026,0.18390517,14.42752744,24.50145591,1.75936592,1.32986385,9.93809586,16.14838706,35.71673633,0.80499172,0.01716894,0.64616236,1.88192202,1.65102388,0.00000000,1,0
39,153.46821775,0.47103199,10.37791680,20.88080067,1.39322653,1.75338013,9.09748543,17.38261832,88.70670770,0.63543500,0.40577668,0.70299838,1.49379773,1.67614097,0.00000000,1,0
40,153.50075745,0.25167171,12.71785616,22.54924235,1.53208522,2.06878873,11.74513869,18.39705968,10.93258108,0.82187216,0.22636523,2.44586584,0.00000000,2.85911730,0.00000000,0,0
41,153.73956856,0.33953409,14.94611599,24.58927522,1.91491194,2.55503318,10.01864031,15.88342677,60.07737346,0.58843796,0.33817395,0.62478515,1.89685237,0.19125260,0.00000000,1,1
42,153.75932412,0.03117191,12.67109770,21.09507143,1.78596101,2.84365898,11.61090634,17.93393167,15.82896036,0.57875451,0.08716685,1.61173611,0.00000000,2.30057582,0.00000000,0,0
43,153.85589097,0.10478089,10.69742407,24.38866570,1.66031843,2.55343439,9.50682806,18.57599548,43.65385992,0.98971102,0.33952869,0.85316336,2.34466179,0.42508393,0.00000000,1,1
44,154.03523727,0.47188973,14.75903270,22.88779494,1.96899976,2.47782559,9.10415942,15.04342295,92.68828503,0.86541903,0.17734046,2.43769962,0.00000000,3.73112432,0.00000000,0,0
45,154.17815173,0.27619915,10.65019256,20.16792399,1.65890170,1.27128364,10.40232967,18.88492227,14.41245337,0.82276876,0.39749878,0.62072818,1.78862999,1.52350522,0.00000000,1,0
46,154.19502051,0.03636497,12.12966415,23.16348806,1.17172212,2.80567378,10.95790701,18.30297076,76.09200643,0.77587161,0.16408375,1.61510044,0.00000000,1.99581818,0.00000000,0,0
47,154.26164643,0.19776123,13.46072150,22.83703701,1.07935731,1.20836064,10.79583456,15.57415071,15.55862052,0.87719961,0.03410934,0.67115454,1.72051639,1.60637797,0.00000000,1,0
48,154.27588289,0.03432893,13.41983113,23.49968326,1.45415631,2.66179581,10.24779904,18.46470924,19.67049679,0.64667262,0.26856035,0.70104871,2.28535126,1.21896065,0.00000000,1,0
49,154.31658586,0.00351020,13.88884219,22.70008500,1.80874197,2.07780104,9.97175367,17.25958983,47.15745150,0.83106301,0.37923691,1.53381544,0.00000000,0.87005308,0.00000000,0,0
50,154.34235577,0.41565287,11.21259506,21.01437202,1.86166400,2.35774840,10.06725808,18.10152331,14.09740809,0.54620731,0.02755807,0.75585440,1.57869527,0.41163801,0.00000000,1,1
51,154.35986336,0.08978468,13.32330886,21.00509746,1.49318453,1.91020726,11.21115677,17.59070503,49.82798309,0.69228889,0.35373205,0.60362413,1.93980088,1.65051330,0.00000000,1,0
52,154.42576000,0.49533592,13.94385250,23.36791174,1.78878475,2.46754834,10.40562354,16.78541823,23.03081174,0.50962847,0.38043318,2.47725506,0.00000000,2.90454630,0.00000000,0,0
53,154.47522056,0.03392774,14.14087382,22.87729374,1.16148691,1.48589867,11.01168093,15.83503628,88.15514487,0.65957826,0.40578510,0.67028468,1.93657455,1.74774428,0.00000000,1,0
54,154.48172629,0.37678857,14.42301637,24.05872922,1.69743910,2.86219940,10.25783579,19.53846957,84.98949856,0.73324280,0.45838056,2.47286551,0.00000000,2.91145700,0.00000000,0,0
55,154.56141341,0.12165819,13.25066660,24.64440840,1.82097753,1.25125645,11.55478378,17.31899780,41.91058402,0.89670167,0.00701440,0.85108866,1.55240651,1.71595575,0.00000000,1,0
56,154.58639646,0.34480455,10.72489081,24.12041414,1.81970337,1.79847877,9.79197207,16.69427858,66.89911082,0.62215160,0.04701004,0.68512522,1.66959402,1.68258973,0.00000000,1,0
57,154.65847656,0.15707381,14.77036429,21.78714317,1.38261959,1.33707261,10.34885379,18.43230993,75.77693761,0.69289026,0.41112009,1.24400956,0.64893557,1.73647827,0.00000000,1,0
58,154.80298214,0.37689300,12.91285634,21.07057832,1.78166535,1.71225485,10.51666416,16.31361273,89.79763590,0.94570364,0.31305268,0.66508177,1.62620350,1.66276384,0.00000000,1,0
59,155.03187685,0.39926258,11.31764988,23.70766163,1.64859006,1.35021869,10.81786174,16.89339153,33.54319451,0.87214666,0.42584631,0.68567055,1.60032664,1.64449619,0.00000000,1,0
60,155.05840314,0.10290432,11.83068345,22.73756416,1.93975006,1.50066150,11.43212337,16.47774031,80.25655009,0.68846817,0.22428613,0.62756538,2.00046170,1.64484422,0.00000000,1,0
61,155.15055585,0.40192569,13.41074233,24.81832155,1.77784948,1.50352189,10.27565734,19.94530614,57.65199767,0.67058793,0.43302836,1.34560590,0.10869219,1.69012249,0.00000000,1,0
62,155.24947676,0.26945534,14.93177063,22.22779485,1.28764392,1.65580360,11.10190701,18.47145134,55.70566613,0.65680705,0.34686253,2.41117438,0.00000000,3.19024931,0.00000000,0,0
63,155.35005089,0.47558259,14.18170324,21.76616100,1.15915507,2.13922145,9.39213378,18.81419233,28.37096253,0.80320363,0.39496470,2.34297283,0.00000000,2.97897155,0.00000000,0,0
64,155.41090405,0.06790310,10.26325359,20.96845772,1.81676503,1.88913717,10.73558719,18.71446890,29.84428597,0.70530232,0.38686859,0.64228605,2.03024572,1.76059436,0.00000000,1,0
65,155.50380510,0.48705217,11.31216988,24.50985317,1.84844430,2.96812074,10.59729341,19.40990008,45.87350537,0.92815269,0.01920760,0.63444096,2.03313885,0.91964199,0.00000000,1,0
66,155.50749964,0.18478159,11.07891962,24.07193849,1.78676580,1.95927847,10.82011768,16.48313993,15.67285544,0.83134808,0.32638048,0.62009034,1.95578622,1.42717559,0.00000000,1,0
67,155.64578577,0.07267997,13.53934124,23.82557289,1.28664148,1.72366330,9.07240940,15.76785046,65.78468947,0.53210942,0.36849172,0.71417177,1.95846752,0.86345138,0.00000000,1,0
68,155.66065735,0.23302153,11.70514831,21.29086521,1.26772697,1.57249936,11.07854988,16.16323993,53.38120701,0.74979682,0.19088599,0.66849167,1.84144440,1.56241229,0.00000000,1,0
69,155.75520753,0.46393765,13.77168289,24.16838340,1.93288779,2.41936144,11.15855060,17.54402871,52.53191138,0.83414877,0.15708421,1.49908783,0.00000000,1.74608546,0.00000000,0,0
70,155.78875623,0.15428354,13.67570942,20.25718832,1.55024631,2.23765167,10.29912768,18.43970838,21.06043916,0.76508441,0.05862791,1.55885912,0.00000000,1.17355436,0.00000000,0,0
71,156.12407096,0.46968483,14.75061232,22.69639055,1.19754054,2.00177134,11.73748330,15.33847580,69.38958687,0.95669610,0.22968977,0.78795838,1.55984160,0.61503983,15.08860873,1,1
72,156.15781243,0.13333771,12.08275465,24.60645277,1.87184417,1.65176946,11.59111190,19.64614849,50.45612178,0.81727300,0.38338526,0.58092906,1.95560216,1.71828463,0.00000000,1,0
73,156.30732093,0.09926041,12.86616137,21.38162388,1.92347414,1.08059661,9.45379909,18.47504431,32.54449288,0.91638824,0.46586632,0.60199864,2.02405807,1.55530795,0.00000000,1,0
74,156.39141207,0.08956693,13.51290112,23.36420481,1.82311751,1.24076045,9.33592250,15.41508927,15.02754644,0.97479074,0.28431188,2.33084081,0.00000000,3.46094161,0.00000000,0,0
75,156.42713938,0.48159519,11.92716267,21.69537271,1.46063911,2.75050906,11.38718858,18.21925409,21.37178285,0.62577455,0.00247617,1.52799557,0.00000000,0.78092482,0.00000000,0,0
76,156.45277191,0.38900231,13.67449112,24.66486354,1.35858694,1.35014091,10.95045549,19.09875789,37.35805268,0.78812204,0.25459030,0.57692947,1.67832372,1.45181897,0.00000000,1,0
77,156.66646960,0.11552156,13.50146093,24.63443876,1.32920038,2.29516796,10.25371768,17.56683989,3.84164041,0.80661278,0.24688383,1.30083128,0.00000000,1.75095388,0.00000000,0,0
78,156.88983874,0.17863847,13.37284086,23.30553498,1.96685315,2.44632777,9.88540765,19.28934820,74.87592052,0.57117285,0.37880668,1.32575315,0.00000000,1.68705030,0.00000000,0,0
79,156.91322853,0.02881225,13.62105730,21.41603953,1.59979897,1.19989139,9.88110907,19.72649082,32.60006206,0.86442792,0.45042375,0.62181571,2.04390830,1.65535533,0.00000000,1,0
80,156.91609076,0.45738394,13.30939003,22.00860817,1.87382599,2.47559393,9.97086894,17.67009265,24.67192878,0.52391209,0.26810346,2.39300466,0.00000000,3.19921321,0.00000000,0,0
81,156.95237394,0.29277035,10.30708132,20.53643165,1.31985713,2.51247436,11.59761599,18.15788749,83.80368598,0.55636448,0.09705455,2.37047576,0.00000000,2.98381498,0.00000000,0,0
82,157.00057747,0.23279834,10.57601801,20.17405669,1.31406001,2.80982444,10.69504073,16.57469570,30.61402541,0.73966647,0.02133579,1.47495964,0.00000000,1.27933055,0.00000000,0,0
83,157.02471695,0.13706005,10.17155294,23.64947888,1.07910819,1.49703984,9.45516643,19.05961131,21.13047834,0.77372288,0.35302031,0.60785672,1.94916987,1.67543167,0.00000000,1,0
84,157.02856440,0.31931077,13.09454870,24.16937166,1.77170494,1.48374632,10.96250847,18.15424627,31.36895335,0.71717771,0.24086439,0.60465793,1.76484874,1.70652873,0.00000000,1,0
85,157.07157846,0.24604895,12.72121522,24.84664795,1.15752781,1.19630968,10.87811844,15.68861519,81.63610991,0.53799429,0.41699251,0.70912396,1.68701723,2.11318691,0.00000000,1,0
86,157.08385601,0.41483908,10.25777568,24.81469992,1.19334928,2.78584156,9.83997899,15.95583119,72.09428972,0.51991381,0.20284248,2.40079529,0.00000000,2.60388228,0.00000000,0,0
87,157.19160356,0.14654220,11.31152541,24.71498980,1.62582432,1.84356381,10.18469161,15.78684843,42.95774532,0.55194884,0.31314547,0.74599292,1.86641873,1.06009215,0.00000000,1,0
88,157.30170316,0.38851520,14.42838539,20.26922588,1.08094552,1.11044005,9.36567344,15.21341642,35.65340542,0.50292885,0.19385902,0.62284632,1.66742356,0.96520724,0.00000000,1,0
89,157.33311461,0.06984603,10.78932129,21.96868214,1.82391897,2.31474837,10.38940197,15.78374509,71.26550095,0.65520451,0.46729121,0.66733671,2.01879291,0.52957803,9.50020597,1,1
90,157.38287636,0.06938912,14.54106692,24.91623604,1.97757178,1.14661949,9.07381804,19.28270466,96.84715611,0.80309173,0.09037535,0.63770239,2.01651255,0.35630767,0.00000000,1,1
91,157.38673321,0.05047355,10.89701206,23.89874845,1.67597512,1.35881613,11.12190402,16.29819601,15.54567003,0.74774882,0.26333131,0.61366142,2.02382253,2.00019318,0.00000000,1,0
92,157.43254375,0.16964456,14.24053257,21.51998494,1.51125055,2.84073710,11.41602603,17.92827924,92.11106845,0.85266421,0.34321794,1.50290888,0.00000000,0.87429644,0.00000000,0,0
93,157.50710612,0.29024555,11.69650764,20.39586920,1.37561502,2.40946910,9.81543975,15.13072065,80.35562926,0.84390332,0.31509248,1.18068772,0.00000000,1.63723913,0.00000000,0,0
94,157.61768044,0.45423226,13.99522795,23.66067533,1.97848775,2.64881334,10.92852748,19.84720328,15.48191460,0.91461801,0.08531936,0.65520200,1.77621767,0.65628356,0.00000000,1,0
95,157.70666184,0.09136617,14.60830669,23.45903747,1.21327085,1.08639986,10.35610069,18.22299176,65.77529162,0.98306777,0.36667751,0.64617894,1.99085336,1.26046087,0.00000000,1,0
96,157.80583045,0.47902507,14.50423360,20.96395729,1.13070258,2.71668240,11.20934165,15.63627029,15.07845237,0.67335233,0.46284930,0.66359296,1.58016337,0.74678304,0.00000000,1,0
97,157.82538617,0.36545481,14.39838838,22.58319452,1.56037527,2.43443103,9.40334158,19.69056686,96.92822358,0.66611186,0.36437901,1.56371725,0.00000000,1.50747692,0.00000000,0,0
98,157.83333635,0.14412693,10.92642185,21.11436317,1.69573624,1.48741077,11.54311897,15.56120845,34.22160047,0.59544314,0.08576761,0.67098630,1.92118791,1.57345391,0.00000000,1,0
99,157.90942663,0.04319522,14.15135613,24.43505387,1.72570875,1.99679963,11.17136261,16.99641547,54.36003446,0.80905103,0.43970020,2.35656527,0.00000000,3.68820526,0.00000000,0,0
100,157.98866754,0.05393859,11.75240869,24.22655149,1.54259197,1.37948667,11.42013880,18.20631797,77.55401829,0.59556159,0.46248699,2.38057692,0.00000000,3.19243854,0.00000000,0,0
101,158.24591523,0.32901844,14.49155077,20.40763179,1.77747671,2.19581507,10.99657756,15.44716520,2.15140727,0.58070233,0.30853257,1.39069790,0.00000000,1.59761615,0.00000000,0,0
102,158.31862100,0.31415620,10.95313953,21.02374142,1.49882882,2.07328396,11.17540655,15.33436097,52.57971878,0.52978702,0.40187619,1.35110048,0.00000000,1.68101508,0.00000000,0,0
103,158.38606748,0.16109109,14.26530478,24.52434425,1.87435107,1.60909719,11.47817631,16.77031679,59.42780532,0.54584370,0.25990758,0.66007225,1.91754580,0.34905183,0.00000000,1,1
104,158.47966401,0.34158664,13.29874354,22.31160364,1.49736193,1.96976815,11.15939089,16.51190841,19.08674937,0.95456066,0.46796354,0.59828444,1.72998435,1.33639739,0.00000000,1,0
105,158.53220634,0.17903567,13.44069764,22.49157284,1.71140391,2.18543197,9.06009368,15.42591554,36.44256008,0.78446075,0.23606646,1.25331484,0.56980062,0.00000000,1.81501099,1,1
106,158.56851641,0.09110282,12.05216694,23.90645205,1.89850558,2.41413987,11.80271664,19.60154202,63.66188653,0.75848418,0.34059169,1.48538512,0.00000000,0.41329814,0.00000000,0,1
107,158.89884659,0.19011420,11.67040354,21.09921157,1.77662047,1.89307165,10.01257131,19.18385553,9.33196364,0.56557760,0.33599295,0.64835067,1.92747727,1.96241924,0.08965200,1,1
108,159.42616166,0.25365882,14.66703493,22.26824408,1.68413873,2.41145033,10.69734667,15.28393435,9.18736533,0.56811285,0.20924462,0.81388236,2.07560140,1.60548034,0.00000000,1,0
109,159.43927626,0.21401299,12.79572242,23.73266447,1.10688312,2.90560223,9.55260407,19.13832965,46.41922949,0.95509178,0.02566253,0.62116306,1.88644233,0.66650983,0.00000000,1,0
110,159.59927510,0.37034978,11.82004344,22.37919100,1.30231472,2.61303556,9.73332288,19.77054482,74.00895676,0.99147888,0.22063001,1.46300152,0.00000000,0.67666594,0.00000000,0,0
111,159.60935635,0.35392468,11.69999345,21.19625448,1.43776501,1.14695819,11.98054438,18.39384812,36.54905514,0.68971766,0.40777514,0.64980083,1.76095195,0.70306576,0.00000000,1,0
112,159.64960691,0.47506676,13.21012483,23.61055640,1.79721234,1.60469249,10.89118701,15.35935839,14.32986222,0.71369513,0.23539875,2.41644742,0.00000000,0.54096228,0.80105275,0,1
113,159.70583537,0.25546428,13.91578311,20.15154301,1.77598004,1.00355976,9.48021736,19.80591001,18.43311565,0.98250686,0.20269095,0.68655123,1.84452214,0.66644979,0.00000000,1,0
114,159.72048221,0.22058440,12.87864166,20.66229594,1.14089406,1.41546427,9.45972433,18.85943866,71.29166794,0.63065889,0.38806404,0.70081551,1.86842041,0.58037947,0.00000000,1,0
115,159.78540913,0.14909948,14.50907739,21.09175395,1.09052030,2.30325390,9.29916860,18.32477294,75.49442983,0.80036314,0.41867769,1.35403997,0.00000000,0.45024487,0.00000000,0,1
116,159.86703875,0.36151892,13.96769507,24.58885941,1.88539298,2.77154925,11.80573331,18.18192990,27.16519256,0.53813416,0.17031788,2.25344745,0.00000000,2.12276415,0.00000000,0,0
117,159.90163632,0.41606147,14.17342116,21.75739294,1.70663924,2.90610110,11.49040304,16.95158629,66.46975665,0.66403462,0.22721693,0.71733687,1.71190917,0.20248878,1.46639552,1,1
118,159.91487341,0.12946163,11.35854829,22.86054666,1.50756587,1.29313014,11.50635223,18.91465634,28.43750244,0.66762723,0.43469064,0.68459413,1.96101681,0.24652164,7.48997497,1,0
119,159.96600065,0.11690795,11.98239085,24.48379160,1.28349169,1.99717859,9.20170848,17.04614297,31.68426564,0.51571536,0.10060207,0.63499717,1.95356672,0.87104188,0.00000000,1,0
